IncidentID,StartTime (EST),EndTime (EST),RoadName,Suffix,Direction,CrossStreetName,CrossStreetSuffix,CrossStCommonName,MM From,MM To,County,City,Division,Latitude,Longitude,StartLatitude,StartLongitude,EndLatitude,EndLongitude,SubmittedBy,ContactName,ContactPhone,ConstructionDate,ContractNumber,Expected Impact to Traffic,Condition,ConditionName,CommonName,Incident Type,Event,EventName,LanesClosed,LanesTotal,Fatality,Structure Affected,Unusual Event in WorkZone,Commercial Vehicle,Hazardous Materials,Overturned Commercial Vehicle,Reason,DOTNotes,Detour,CreatedOn (EST),LastUpdated (EST),Project,WeightLimit,Width,HeightFt,HeightIn
503735,4/6/2017 6:52:00 AM,4/6/2017 8:33:32 AM,I-85,,Heading North,NC-61,,NC-61,137.0,-999.0,Guilford,Near Greensboro,7,36.0608172036678,-79.5888856709767,,,,,daparker4,STOC,(877) 627-7862,,,High,1,Lanes Closed,,Vehicle Crash,1,None,2,4,False,False,False,False,False,False,The two left lanes have reopened near Exit 138 (NC-61).,SHP via Viper Radio - 293,,4/6/2017 7:05:35 AM,4/6/2017 8:33:32 AM,,,,,
503733,4/6/2017 6:53:00 AM,4/6/2017 11:06:19 AM,I-77,,Heading South,,,,82.0,-999.0,Yadkin,Near Jonesville,11,36.2393447868399,-80.8177798111243,,,,,nasparks,STOC,(877) 627-7862,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,2,False,False,False,False,False,False,The right lane has reopened near Exit 82 (NC-67).,"CAD, MAPS, NAS",,4/6/2017 6:55:41 AM,4/6/2017 11:06:19 AM,,,,,
503732,4/6/2017 3:46:00 AM,4/6/2017 3:55:36 AM,I-40,,Heading East,US-70,,US-70,306.0,-999.0,Wake,In Garner,5,35.689863,-78.572531,,,,,ssgriffin1,STOC,(877) 627-7862,,,Medium,2,Shoulder Closed,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The shoulder has reopened just east of Exit 306 (US-70 BUS).&nbsp;,CCTV 1039 Confirmed -- 256,,4/6/2017 3:50:01 AM,4/6/2017 3:55:36 AM,I-5111 I-40 Widening,,,,
503731,4/5/2017 11:55:00 PM,4/6/2017 12:42:09 AM,I-40,,Heading West,,,,284.0,-999.0,Wake,In Raleigh,5,35.8613160286039,-78.8144441169741,,,,,cljackson8,STOC,(877) 627-7862,,,High,2,Shoulder Closed,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,"The shoulder reopened near Exit 284, Airport Boulevard.",SHP 263,,4/6/2017 12:02:17 AM,4/6/2017 12:42:09 AM,,,,,
503730,4/5/2017 10:19:00 PM,4/5/2017 11:49:04 PM,I-540,,Heading East,US-401,,US-401,16.0,-999.0,Wake,In Raleigh,5,35.8742939396428,-78.5754286894479,,,,,ssgriffin1,STOC,(877) 627-7862,,,Medium,12,Lane Narrowed,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,"The right lane has reopened on the ramp of Exit 16, US-1/Capital Boulevard.",SHP 263,,4/5/2017 10:24:45 PM,4/6/2017 1:04:00 AM,,,,,
503729,4/5/2017 8:52:00 PM,4/5/2017 10:09:20 PM,I-540,,Heading West,,,,18.0,-999.0,Wake,Near Raleigh,5,35.8623734437452,-78.548219881902,,,,,klsmith8,STOC,(877) 627-7862,,,Medium,10,Lane Closed,,Vehicle Crash,1,None,1,2,False,False,False,False,False,False,The right turn lane reopened near US-401/Louisburg Road.,CCTV 1218--KLS,,4/5/2017 8:56:17 PM,4/5/2017 10:09:20 PM,,,,,
503727,4/5/2017 6:30:00 PM,4/5/2017 6:58:20 PM,SR-1005,,Heading South,,,,-999.0,-999.0,Wake,In Raleigh,5,35.8345870753873,-78.6386172367336,,,,,klsmith8,STOC,(877) 627-7862,,,Medium,1,Lanes Closed,Six Forks Rd,Vehicle Crash,1,None,3,7,False,False,False,False,False,False,The three left lanes have reopened near I-440.,CCTV 1090--KLS,,4/5/2017 6:33:58 PM,4/5/2017 6:58:20 PM,,,,,
503726,4/5/2017 6:23:00 PM,4/5/2017 6:59:58 PM,I-40,,Heading East,,,,193.0,-999.0,Forsyth,In Winston-Salem,9,36.0626967479137,-80.2313418662997,,,,,swkohl,STOC,(877) 627-7862,,,High,1,Lanes Closed,,Vehicle Crash,1,None,2,4,False,False,False,False,False,False,The right two lanes have reopened near Exit 193 (US-52).,imap-swk-267,,4/5/2017 6:29:42 PM,4/5/2017 6:59:58 PM,,,,,
503725,4/5/2017 6:24:00 PM,4/5/2017 7:24:00 PM,I-77,,Heading South,,,,11.0,-999.0,Mecklenburg,In Charlotte,10,35.2483510172634,-80.8458005503146,,,,,mamcintosh1,mrtmc,(704) 342-6814,,,High,8,Congestion,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,A vehicle accident is causing congestion.&nbsp;,,,4/5/2017 6:27:25 PM,4/5/2017 7:03:38 PM,,,,,
503723,4/5/2017 6:14:00 PM,4/5/2017 7:06:59 PM,I-440,,Heading East,,,,1.0,-999.0,Wake,Near Cary,5,35.7665419740277,-78.7354129992928,,,,,klsmith8,STOC,(877) 627-7862,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,4,False,False,True,False,False,False,The center lane has reopened near Exit 1 (I-40).,CCTV 1030--KLS,,4/5/2017 6:20:15 PM,4/5/2017 7:06:59 PM,I-440 Improvement,,,,
503722,4/5/2017 5:22:00 PM,4/5/2017 6:22:00 PM,I-85,,Heading North,,,W Mallard Creek Church Rd,46.0,-999.0,Mecklenburg,In Charlotte,10,35.3339863115386,-80.7436481307471,,,,,ahash,MRTMC,(704) 342-6814,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,4,False,False,False,False,False,False,A crash hash the lrft lane closed,,,4/5/2017 5:24:36 PM,4/5/2017 5:24:36 PM,,,,,
503721,4/5/2017 5:10:00 PM,4/6/2017 12:53:05 AM,SR-1124,,Heading South,,,,-999.0,-999.0,Pitt,Greenville,2,35.5489894594364,-77.4842453403375,,,,,rdouglas1,STOC,(877) 627-7862,,,High,5,Road Closed,Speight Seed Farm Rd,Vehicle Crash,1,None,0,0,False,False,False,True,True,False,The road has reopened near Forlines Road (near US-13).,NCEM confirmed.  Phosphoric Acid involved.,Traffic needing to utilize Speights Seed Farm Road should use US-13 South to Ballards Crossroads Road and turn left.  Continue to Pocosin Road and turn left.  Pocosin Road will reaccess Speights Seed Farm Road.,4/5/2017 5:20:16 PM,4/6/2017 12:53:05 AM,,,,,
503720,4/5/2017 5:08:00 PM,4/5/2017 6:14:02 PM,US-29,,Heading South,,,,-999.0,-999.0,Guilford,Near Greensboro,7,36.065323054418,-79.7667887601389,,,,,swkohl,STOC,(877) 627-7862,,,High,2,Shoulder Closed,US-29,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The shoulder has reopened near East Gate City Boulevard.,imap-swk-267,,4/5/2017 5:11:01 PM,4/5/2017 6:14:02 PM,,,,,
503719,4/5/2017 5:03:00 PM,4/5/2017 6:00:00 PM,I-485,,Outer Loop,NC-16,,NC-16,57.0,-999.0,Mecklenburg,In Charlotte,10,35.0604699100412,-80.7763218330038,,,,,ahash,MRTMC,(704) 342-6814,,,High,8,Congestion,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,"A crash on I-485 outer prior to exit 57 has caused congestion, all lanes now open",,,4/5/2017 5:04:44 PM,4/5/2017 5:38:16 PM,,,,,
503718,4/5/2017 5:00:00 PM,4/5/2017 5:44:23 PM,I-26,,Heading East,NC-191,,NC-191,35.0,-999.0,Buncombe,Near Asheville,13,35.5092346617823,-82.5757017247982,,,,,Hlsimmons,STOC,(877) 627-7862,,,High,2,Shoulder Closed,,Vehicle Crash,1,None,1,2,False,False,False,False,False,False,Traffic has returned to normal 2 miles after Exit 37 (NC-191/Brevard Road),IMAP confirmed.,,4/5/2017 5:04:09 PM,4/5/2017 5:44:23 PM,,,,,
503717,4/5/2017 4:56:00 PM,4/5/2017 5:13:25 PM,I-40,,Heading East,,,,221.0,-999.0,Guilford,Near Greensboro,7,36.0358679633891,-79.7912504285566,,,,,swkohl,STOC,(877) 627-7862,,,High,10,Lane Closed,,Disabled Vehicle,1,None,1,3,False,False,False,False,False,False,The right lane has reopened near Exit 221 (Elm Eugene Street).,imap-swk-267,,4/5/2017 4:59:23 PM,4/5/2017 5:13:25 PM,,,,,
503715,4/5/2017 4:47:00 PM,4/5/2017 5:47:00 PM,I-85,,Heading South,,,,35.0,-999.0,Mecklenburg,In Charlotte,10,35.2527015121931,-80.8923549137093,,,,,DCUNNINGHAM,MRTMC,(704) 342-6814,,,High,8,Congestion,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,All lanes open.,DC,,4/5/2017 4:50:19 PM,4/5/2017 5:09:16 PM,,,,,
503714,4/5/2017 4:47:00 PM,4/5/2017 6:00:00 PM,I-485,,Outer Loop,NC-16,,NC-16,57.0,-999.0,Mecklenburg,In Charlotte,10,35.0600034452434,-80.7735392235485,,,,,ahash,MRTMC,(704) 342-6814,,,High,8,Congestion,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,"A crash has caused congestion, all lanes now open",cad,,4/5/2017 4:48:41 PM,4/5/2017 5:46:24 PM,,,,,
503712,4/5/2017 4:21:00 PM,4/5/2017 6:00:00 PM,I-485,,Outer Loop,,,,18.0,-999.0,Mecklenburg,In Charlotte,10,35.3403361488582,-80.8999356470337,,,,,ahash,MRTMC,(704) 342-6814,,,High,8,Congestion,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,"An overturned vehicle has caused congestion, all lanes now open expect delays",,,4/5/2017 4:22:40 PM,4/5/2017 5:36:38 PM,,,,,
503711,4/5/2017 4:15:00 PM,4/5/2017 5:15:00 PM,NC-16,,Heading South,,,,-999.0,-999.0,Mecklenburg,In Charlotte,10,35.252853909818,-80.8633377637573,,,,,ahash,MRTMC,(704) 342-6814,,,High,8,Congestion,Brookshire Blvd,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,"A crash has caused congestion on NC-16 south prior to Beatties for Rd, expect delays, all lanes now open",cad,,4/5/2017 4:16:54 PM,4/5/2017 4:32:14 PM,,,,,
503710,4/5/2017 4:10:00 PM,4/5/2017 5:30:00 PM,I-485,,Outer Loop,,,,7.0,-999.0,Mecklenburg,Charlotte,10,35.2056836896767,-80.9681372701576,,,,,ahash,MRTMC,(704) 342-6814,,,High,8,Congestion,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,"A crash has caused congestion at mile marker 7.7 on I-485 outer, all lanes now open",,,4/5/2017 4:11:49 PM,4/5/2017 4:50:20 PM,,,,,
503709,4/5/2017 4:08:00 PM,4/5/2017 5:14:34 PM,I-40,,Heading East,,,,221.0,-999.0,Guilford,Near Greensboro,7,36.0358550223636,-79.7908666448397,,,,,swkohl,STOC,(877) 627-7862,,,High,2,Shoulder Closed,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The shoulder has reopened near Exit 221 (Elm Eugene Street).&nbsp;,imap-swk-267,,4/5/2017 4:10:46 PM,4/5/2017 5:14:34 PM,,,,,
503708,4/5/2017 4:05:00 PM,4/5/2017 4:27:16 PM,US-1,,Heading North,,,,-999.0,-999.0,Wake,In Raleigh,5,35.8432802040866,-78.5796419677734,,,,,klsmith8,STOC,(877) 627-7862,,,High,10,Lane Closed,Capital Boulevard,Vehicle Crash,1,None,1,3,False,False,False,False,False,False,The left lane has reopened near Louisburg Road.,CCTV 3007--KLS,,4/5/2017 4:09:25 PM,4/5/2017 4:27:16 PM,,,,,
503707,4/5/2017 4:00:00 PM,4/5/2017 5:00:00 PM,I-77,,Heading South,,,,12.0,-999.0,Mecklenburg,In Charlotte,10,35.2643665882563,-80.842978049761,,,,,mamcintosh1,mrtmc,(704) 342-6814,,,High,8,Congestion,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,A vehicle accident is causing congestion.,,,4/5/2017 4:01:59 PM,4/5/2017 4:25:27 PM,,,,,
503706,4/5/2017 3:40:00 PM,4/5/2017 4:56:30 PM,I-40,,Heading East,,,,15.0,-999.0,Haywood,Near Clyde,14,35.671586,-83.005465,,,,,kebradshaw,STOC,(877) 627-7862,,,High,2,Shoulder Closed,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The shoulder has reopened.,IMAP confirmed.,,4/5/2017 3:44:21 PM,4/5/2017 4:56:30 PM,,,,,
503705,4/5/2017 3:40:00 PM,4/5/2017 4:27:34 PM,I-485,,Outer Loop,,,,57.0,-999.0,Mecklenburg,In Charlotte,10,35.0606219642855,-80.7779747019043,,,,,ahash,MRTMC,(704) 342-6814,,,High,8,Congestion,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,"A crash has caused congestion, expect delays",,,4/5/2017 3:41:38 PM,4/5/2017 4:27:34 PM,,,,,
503704,4/5/2017 3:30:00 PM,4/5/2017 4:30:00 PM,I-77,,Heading South,,,,6.0,-999.0,Mecklenburg,In Charlotte,10,35.1766908071874,-80.8862766009291,,,,,mamcintosh1,mrtmc ,(704) 342-6814,,,High,8,Congestion,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,A vehicle accident is causing congestion.,,,4/5/2017 3:31:57 PM,4/5/2017 3:44:57 PM,,,,,
503703,4/5/2017 3:26:00 PM,4/5/2017 4:15:00 PM,I-485,,Outer Loop,US-74,,US-74,50.0,-999.0,Mecklenburg,Near Matthews,10,35.116611938639,-80.6665694073316,,,,,ahash,MRTMC,(704) 342-6814,,,High,8,Congestion,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,"A crash has caused congestion, all lanes now open",,,4/5/2017 3:28:11 PM,4/5/2017 3:48:42 PM,,,,,
503702,4/5/2017 3:19:00 PM,4/5/2017 4:19:00 PM,I-77,,Heading South,,,,10.0,-999.0,Mecklenburg,In Charlotte,10,35.2396922947509,-80.8522210816372,,,,,mamcintosh1,mrtmc,(704) 342-6814,,,High,8,Congestion,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,A vehicel accident is casuing congestion.&nbsp;,,,4/5/2017 3:21:16 PM,4/5/2017 3:44:11 PM,,,,,
503701,4/5/2017 3:17:00 PM,4/5/2017 7:30:03 PM,I-74,,Heading South,,,,57.0,-999.0,Forsyth,Near Winston-Salem,9,36.0540926617076,-80.1402616465876,,,,,swkohl,STOC,(877) 627-7862,,,High,7,Road Closed with Detour,,Vehicle Crash,1,None,0,0,True,False,False,False,False,False,The road has reopened near Exit 58 (Union Cross Road).,wspd-swk-267,"Travelers on I-40 East must take Exit 203 (NC-66 South). Motorists will then follow NC-66 South to access I-74/US-311.

Travelers on I-40 West must take Exit 203 (NC-66 South). Motorists will then follow NC-66 South to access I-74/US-311.",4/5/2017 3:21:10 PM,4/5/2017 7:30:03 PM,,,,,
503700,4/5/2017 3:18:00 PM,4/5/2017 3:52:44 PM,I-277,,Outer Loop,I-77,,I-77,1.0,-999.0,Mecklenburg,In Charlotte,10,35.2246446998373,-80.8610792302177,,,,,ahash,MRTMC,(704) 342-6814,,,High,10,Lane Closed,,Disabled Vehicle,1,None,1,5,False,False,False,False,False,False,all lanes open,,,4/5/2017 3:20:41 PM,4/5/2017 3:52:44 PM,,,,,
503699,4/5/2017 2:49:00 PM,4/5/2017 3:49:00 PM,US-52,,Heading North,SR-1634,,Moore Road,122.0,-999.0,Surry,Pilot Mountain,11,36.2460232064972,-80.3505041380355,,,,,kebradshaw,STOC,(877) 627-7862,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,2,False,False,False,False,False,False,The left lane is closed near Exit 122 (Moore Road).,SHP Troop E confirmed.,,4/5/2017 2:53:28 PM,4/5/2017 2:53:28 PM,,,,,
503698,4/5/2017 2:37:00 PM,4/5/2017 3:33:09 PM,US-52,,Heading North,,,,122.0,-999.0,Forsyth,Near Tobaccoville,9,36.2469977005527,-80.3515597493577,,,,,swkohl,STOC,(877) 627-7862,,,High,10,Lane Closed,US-52,Vehicle Crash,1,None,1,2,False,False,False,False,False,False,The left lane has reopened near Exit 122 (Moore-RJR Road),shp-swk-267,,4/5/2017 2:40:41 PM,4/5/2017 3:33:09 PM,,,,,
503697,4/5/2017 2:34:00 PM,4/5/2017 2:43:08 PM,I-40,,Heading West,,,,55.0,-999.0,Buncombe,Near Asheville,13,35.5816465646259,-82.4626071880207,,,,,kebradshaw,STOC,(877) 627-7862,,,High,10,Lane Closed,,Road Obstruction,1,None,1,3,False,False,False,False,False,False,The right lane has reopened near Exit 55 (Porters Cove Road).,IMAP confirmed.,,4/5/2017 2:38:23 PM,4/5/2017 2:43:08 PM,,,,,
503696,4/5/2017 2:08:00 PM,4/5/2017 3:52:01 PM,US-401,,Heading North,,,,-999.0,-999.0,Wake,Near Raleigh,5,35.8859748674714,-78.5260969696045,,,,,stminnick,STOC,(877) 627-7862,,,High,1,Lanes Closed,Louisburg Road,Vehicle Crash,1,None,3,5,False,False,False,False,False,False,All lanes have reopened near Mitchell Mill Road.,RPD - STM,,4/5/2017 2:10:51 PM,4/5/2017 3:52:01 PM,,,,,
503695,4/5/2017 12:16:00 PM,4/5/2017 1:31:51 PM,I-40,,Heading East,SR-1571,,SR-1571,295.0,-999.0,Wake,In Raleigh,5,35.7527376521243,-78.710340679569,,,,,daparker4,STOC,(877) 627-7862,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,3,False,False,True,False,False,False,The left lane has reopened west of Exit 295 (Gorman Street).,CCTV Input 1031 - 293,,4/5/2017 12:21:37 PM,4/5/2017 1:31:51 PM,,,,,
503694,4/5/2017 11:41:00 AM,4/5/2017 12:27:04 PM,I-40,,Heading West,I-440,,,293.0,-999.0,Wake,In Raleigh,5,35.7688576138103,-78.7367700719833,,,,,daparker4,STOC,(877) 627-7862,,,High,2,Shoulder Closed,,Vehicle Crash,1,None,0,0,False,False,True,True,False,False,The median has reopened on the collector ramp near Exit 293 (I-440 / US-1 / US-64).,CCTV input 1030 confirmed - 293,,4/5/2017 11:49:42 AM,4/5/2017 12:27:04 PM,I-440 Improvement,,,,
503692,4/5/2017 11:08:00 AM,4/5/2017 11:23:47 AM,I-440,,Heading West,,,,10.0,-999.0,Wake,Near Raleigh,5,35.8214623136411,-78.612088742233,,,,,daparker4,STOC,(877) 627-7862,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,4,False,False,False,False,False,False,"The left center lane has reopened just east of Exit 10, Wake Forest Road.&nbsp;",,,4/5/2017 11:10:28 AM,4/5/2017 11:23:47 AM,,,,,
503689,4/5/2017 10:50:00 AM,4/5/2017 11:51:32 AM,I-40,,Heading West,,,,284.0,-999.0,Wake,Near Raleigh,5,35.8613305007881,-78.8133459891203,,,,,daparker4,STOC,(877) 627-7862,,,Medium,10,Lane Closed,,Disabled Vehicle,1,None,1,2,False,False,False,True,False,False,The right lane has reopened on the ramp from I-40 West to Airport Blvd.,CCTV 1022 283,,4/5/2017 10:53:39 AM,4/5/2017 11:51:32 AM,,,,,
503688,4/5/2017 10:31:00 AM,4/5/2017 10:48:00 AM,I-40,,Heading West,SR-1002,,SR-1002,285.0,-999.0,Wake,Near Morrisville,5,35.8503773972439,-78.7985722004144,,,,,daparker4,STOC,(877) 627-7862,,,High,1,Lanes Closed,,Vehicle Crash,1,None,2,4,False,False,False,False,False,False,The left two lanes have reopened near Exit 285 (Aviation Parkway).,CCTV Input 1022 - 293,,4/5/2017 10:36:03 AM,4/5/2017 10:48:00 AM,,,,,
503681,4/5/2017 9:23:00 AM,4/5/2017 10:05:57 AM,I-40,,Heading West,SR-2026,,SR-2026,299.0,-999.0,Wake,In Raleigh,5,35.7529625811465,-78.6311635992484,,,,,daparker4,STOC,(877) 627-7862,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,3,False,False,True,False,False,False,The left lane has reopened east of Exit 299 (Hammond Road).,Google/Here maps and CCTV Input 1035 Confirmed - 293,,4/5/2017 9:27:50 AM,4/5/2017 10:05:57 AM,,,,,
503680,4/5/2017 9:10:00 AM,4/5/2017 9:56:32 AM,I-495,,Heading East,SR-2516,,SR-2516,422.0,-999.0,Wake,Near Knightdale,5,35.7688377870878,-78.5266151374831,,,,,daparker4,STOC,(877) 627-7862,,,Medium,2,Shoulder Closed,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The right shoulder has reopened near Exit 422 (Hodge Road).,IMAP and CCTV input 1422 confirmed - 293,,4/5/2017 9:16:06 AM,4/5/2017 9:56:32 AM,,,,,
503679,4/5/2017 8:52:00 AM,4/5/2017 9:18:23 AM,I-85,,Heading South,NC-157,,NC-157,175.0,-999.0,Durham,In Durham,5,36.0288245562745,-78.9273800354416,,,,,daparker4,STOC,(877) 627-7862,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,5,False,False,False,False,False,False,The right lane has reopened near Exit 175 (NC-157 / Guess Road).,"SHP, IMAP and CCTV Input 2014/2013 confirmed - 293",,4/5/2017 9:03:48 AM,4/5/2017 9:18:23 AM,,,,,
503676,4/5/2017 8:29:00 AM,4/5/2017 8:51:09 AM,I-85,,Heading South,US-15,,US-15,174.0,-999.0,Durham,In Durham,5,36.0245498238381,-78.9475091546774,,,,,daparker4,STOC,(877) 627-7862,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,3,False,False,False,False,False,False,All lanes have reopened on the ramp at Exit 174 (US-15 / US-501).,Durham PD - CCTV confirmed - Input 2014 - 293,,4/5/2017 8:38:15 AM,4/5/2017 8:51:09 AM,,,,,
503675,4/5/2017 8:22:00 AM,4/5/2017 9:27:20 AM,I-40,,Heading West,SR-1002,,SR-1002,119.0,-999.0,Burke,In Hildebran,13,35.7063862673401,-81.4293099840753,,,,,sgroberts1,STOC,(877) 627-7862,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,2,False,False,False,False,False,False,All lanes near Henry River Road/Center Street (Exit 119) have reopened.&nbsp;,"SHP CAD FEED  & MAP
OP 279",,4/5/2017 8:25:37 AM,4/5/2017 9:27:20 AM,,,,,
503674,4/5/2017 8:13:00 AM,4/5/2017 9:13:00 AM,I-77,,Heading South,,,,10.0,-999.0,Mecklenburg,In Charlotte,10,35.2353498130366,-80.8566886118062,,,,,jmelendez,MRTMC,(704) 342-6814,,,High,8,Congestion,,Disabled Vehicle,1,None,0,0,False,False,False,False,False,False,Congestion due to a disabled vehicle all lanes open expect delays.,,,4/5/2017 8:16:11 AM,4/5/2017 8:23:02 AM,,,,,
503673,4/5/2017 7:57:00 AM,4/5/2017 9:46:41 AM,US-501,,Heading North,SR-1631,,SR-1631,-999.0,-999.0,Durham,Durham,5,36.1177251584863,-78.9028782345467,,,,,daparker4,STOC,(877) 627-7862,,,High,10,Lane Closed,Roxboro Road,Vehicle Crash,1,None,1,2,False,False,False,False,False,False,All lanes have reopened near Snow Hill Road.,SHP - 293,,4/5/2017 8:02:01 AM,4/5/2017 9:46:41 AM,,,,,
503667,4/5/2017 6:53:00 AM,4/5/2017 7:22:37 AM,I-95,,Heading North,NC-72,,NC-72,18.0,-999.0,Robeson,In Lumberton,6,34.6292419442091,-79.0363378822804,,,,,mzakdogan,STOC,(877) 627-7862,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,2,False,False,False,False,False,False,The right lane has reopened mile north of NC-72/NC-711/Caton Road (Exit 17).,"Call from Lumberton/  
OP 279",,4/5/2017 6:57:42 AM,4/5/2017 7:22:37 AM,,,,,
503665,4/5/2017 2:55:00 AM,4/5/2017 3:03:48 AM,I-40,,Heading West,SR-1338,,SR-1338,17.0,-999.0,Haywood,Near Waynesville,14,35.6330209020111,-82.9935098204517,,,,,risibisan,STOC,(877) 627-7862,,,Medium,2,Shoulder Closed,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The shoulder is open two miles East of Exit 15 (Fines Creek Road),Per P421 - 291,,4/5/2017 2:57:54 AM,4/5/2017 3:03:48 AM,,,,,
503663,4/5/2017 2:23:00 AM,4/5/2017 3:38:55 AM,NC-72,,Both Directions,SR-1003,,Chicken Rd,-999.0,-999.0,Robeson,Near Pembroke,6,34.6773059440539,-79.1298292740043,,,,,rdouglas1,STOC,(877) 627-7862,,,High,5,Road Closed,,Vehicle Crash,1,None,0,0,True,False,False,False,False,False,The road has reopened near Chicken Road.,SHP-260,,4/5/2017 2:29:16 AM,4/5/2017 3:38:55 AM,,,,,
503662,4/4/2017 11:27:00 PM,4/5/2017 12:04:10 AM,I-77,,Heading North,,,,11.0,-999.0,Mecklenburg,In Charlotte,10,35.2399220914896,-80.8516944337769,,,,,ssgriffin1,STOC,(877) 627-7862,,,High,7,Road Closed with Detour,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The road has reopened near Exit 11 (NC-16/I-277/Brookshire Blvd).,,Motorist should take Exit 9-B (I-277 Inner) to Exit 5 to re-access I-77 North.,4/4/2017 11:34:20 PM,4/5/2017 12:04:10 AM,,,,,
503661,4/4/2017 9:12:00 PM,4/4/2017 10:33:23 PM,NC-55,,Heading West,US-1,,US-1,-999.0,-999.0,Wake,In Apex,5,35.7151464101045,-78.8406071083189,,,,,stminnick,STOC,(877) 627-7862,,,High,10,Lane Closed,E Williams St,Vehicle Crash,1,None,1,3,False,False,False,False,False,False,The left lane reopened near US-1.,cctv - 292,,4/4/2017 9:15:16 PM,4/4/2017 10:33:23 PM,,,,,
503658,4/4/2017 8:31:00 PM,4/4/2017 9:43:36 PM,I-26,,Heading West,NC-191,,NC-191,35.0,-999.0,Buncombe,Near Asheville,13,35.534860596309,-82.6029071208028,,,,,kebradshaw,STOC,(877) 627-7862,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,2,False,False,False,False,False,False,The right lane has reopened near Exit 35 (NC-191/Brevard Road) due to a reported crash.,SHP Troop G radio traffic and Google Maps confirmed.,,4/4/2017 8:34:29 PM,4/4/2017 9:43:36 PM,,,,,
503657,4/4/2017 7:43:00 PM,4/4/2017 8:37:16 PM,I-40,,Heading West,,,,292.0,-999.0,Wake,In Cary,5,35.7733132866908,-78.7423007382949,,,,,stminnick,STOC,(877) 627-7862,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,4,False,False,False,False,False,False,All lanes reopened near Exit 291 (Cary Towne Boulevard),,,4/4/2017 7:46:06 PM,4/4/2017 8:37:16 PM,,,,,
503655,4/4/2017 6:42:00 PM,4/4/2017 7:12:50 PM,I-40,,Heading West,NC-24,,NC-24,362.0,-999.0,Duplin,Warsaw,3,35.0453035139152,-78.1518945951047,,,,,kebradshaw,STOC,(877) 627-7862,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,2,False,False,False,False,False,False,The lane has reopened 2 miles west of Exit 364 (NC-24).,SHP Troop B and Google Maps confirmed.,,4/4/2017 6:45:15 PM,4/4/2017 7:12:50 PM,,,,,
503654,4/4/2017 6:30:00 PM,4/4/2017 7:30:00 PM,US-74,,Heading East,,,,245.0,-999.0,Mecklenburg,In Charlotte,10,35.2016447883779,-80.7842341320211,,,,,ahash,MRTMC,(704) 342-6814,,,High,8,Congestion,Independence Blvd,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,"A crash has caused congestion, all lanes now open",,,4/4/2017 6:32:11 PM,4/4/2017 7:02:42 PM,,,,,
503653,4/4/2017 6:15:00 PM,4/4/2017 8:03:49 PM,NC-98,,Both Directions,,,,-999.0,-999.0,Wake,Near Wake Forest,5,35.9776454356831,-78.5773744188472,,,,,stminnick,STOC,(877) 627-7862,,,High,7,Road Closed with Detour,Durham Road,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The road has reopened near Camp Kanata Road.,SHP - STM - Called SHP at 18:39 advised they would close the road for about 30-60 mins.,,4/4/2017 6:19:06 PM,4/4/2017 8:03:49 PM,,,,,
